_id,movieId,title,genres,fileImage,,,
"ObjectId(""5aef41cb04dd5631c0b30855"")",783,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama,MonsieurIbrahimMonsieurIbrahimetlesfleursduCoran2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30856"")",784,Against the Ropes (2004),Comedy|Drama,AgainsttheRopes2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30857"")",785,Confessions of a Teenage Drama Queen (2004),Comedy,ConfessionsofaTeenageDramaQueen2004.bTsxMTIwNTA3MjtqOzE3NzY5OzEyMDA7MjI1MDszMDAw,,,
"ObjectId(""5aef41cb04dd5631c0b30858"")",786,EuroTrip (2004),Adventure|Comedy,EuroTrip2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30859"")",787,Passion of the Christ, The (2004),Drama,PassionoftheChristThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b3085a"")",788,Club Dread (2004),Comedy|Horror,ClubDread2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3085b"")",789,Dirty Dancing: Havana Nights (2004),Romance,DirtyDancingHavanaNights2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3085c"")",790,Good bye, Lenin! (2003),Comedy|Drama,GoodbyeLenin2003.jpg,,
"ObjectId(""5aef41cb04dd5631c0b3085d"")",791,Hidalgo (2004),Adventure|Drama,Hidalgo2004.bTsxMTIwNzQ5MTtqOzE3NzY5OzEyMDA7MjEwMDsyODAw,,,
"ObjectId(""5aef41cb04dd5631c0b3085e"")",792,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,StarskyHutch2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3085f"")",793,Girl Next Door, The (2004),Comedy|Romance,GirlNextDoorThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b30860"")",794,Secret Window (2004),Mystery|Thriller,SecretWindow2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30861"")",795,Spartan (2004),Thriller,Spartan2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30862"")",796,Broken Wings (Knafayim Shvurot) (2002),Drama,BrokenWingsKnafayimShvurot2002.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30863"")",797,Wilbur Wants to Kill Himself (2002),Comedy|Drama|Romance,WilburWantstoKillHimself2002.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30864"")",798,Dawn of the Dead (2004),Action|Drama|Horror|Thriller,DawnoftheDead2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30865"")",799,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,EternalSunshineoftheSpotlessMind2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30866"")",800,Taking Lives (2004),Crime|Drama|Thriller,TakingLives2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30867"")",801,Jersey Girl (2004),Comedy|Drama|Romance,JerseyGirl2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30868"")",802,Ladykillers, The (2004),Comedy|Crime,LadykillersThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b30869"")",803,Dogville (2003),Drama|Mystery|Thriller,Dogville2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3086a"")",804,Ned Kelly (2003),Drama,NedKelly2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3086b"")",805,Hellboy (2004),Action|Adventure|Fantasy|Horror,Hellboy2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3086c"")",806,Prince & Me, The (2004),Comedy|Romance,PrinceMeThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b3086d"")",807,Walking Tall (2004),Action,WalkingTall2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3086e"")",808,The Alamo (2004),Drama|War|Western,TheAlamo2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3086f"")",809,Ella Enchanted (2004),Comedy|Fantasy|Romance,EllaEnchanted2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30870"")",810,Whole Ten Yards, The (2004),Action|Comedy|Crime,WholeTenYardsThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b30871"")",811,I'm Not Scared (Io non ho paura) (2003),Drama|Mystery|Thriller,ImNotScaredIononhopaura2003.aDsxOTg7ajsxNzY4NTsxMjAwOzcwMDs0NzU,,,
"ObjectId(""5aef41cb04dd5631c0b30872"")",812,Connie and Carla (2004),Comedy,ConnieandCarla2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30873"")",813,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,KillBillVol22004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30874"")",814,Punisher, The (2004),Action|Crime|Thriller,PunisherThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b30875"")",815,13 Going on 30 (2004),Comedy|Fantasy|Romance,13Goingon302004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30876"")",816,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,ManonFire2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30877"")",817,Envy (2004),Comedy,Envy2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30878"")",818,Godsend (2004),Drama|Horror|Thriller,Godsend2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30879"")",819,Laws of Attraction (2004),Comedy|Romance,LawsofAttraction2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3087a"")",820,Mean Girls (2004),Comedy,MeanGirls2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3087b"")",821,New York Minute (2004),Action|Adventure|Comedy,NewYorkMinute2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3087c"")",822,Van Helsing (2004),Action|Adventure|Fantasy|Horror,VanHelsing2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3087d"")",823,Valentin (Valentín) (2002),Drama,ValentinValentín2002.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3087e"")",824,Troy (2004),Action|Adventure|Drama|War,Troy2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3087f"")",825,Carandiru (2003),Crime|Drama,Carandiru2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30880"")",826,Coffee and Cigarettes (2003),Comedy|Drama,CoffeeandCigarettes2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30881"")",827,Band of Brothers (2001),Action|Drama|War,BandofBrothers2001.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30882"")",828,100 Girls (2000),Comedy|Romance,100Girls2000.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30883"")",829,Wit (2001),Drama,Wit2001.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30884"")",830,Best of Youth, The (La meglio gioventù) (2003),Drama,BestofYouthTheLamegliogioventù2003.jpg,,
"ObjectId(""5aef41cb04dd5631c0b30885"")",831,Bang, Bang, You're Dead (2002),Drama,BangBangYoureDead2002.jpg,
"ObjectId(""5aef41cb04dd5631c0b30886"")",832,"11'09""01 - September 11 (2002)",Drama,110901September112002.bjs2MDMyMzM7ajsxNzY5MTsxMjAwOzQ5NTs3MDA,,,
"ObjectId(""5aef41cb04dd5631c0b30887"")",833,Cypher (2002),Action|Sci-Fi|Thriller,Cypher2002.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30888"")",834,Children of Dune (2003),Fantasy|Sci-Fi,ChildrenofDune2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30889"")",835,Dune (2000),Drama|Fantasy|Sci-Fi,Dune2000.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3088a"")",836,Lammbock (2001),Comedy,Lammbock2001.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3088b"")",837,Tremors 3: Back to Perfection (2001),Comedy|Horror|Sci-Fi,Tremors3BacktoPerfection2001.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3088c"")",838,Ken Park (2002),Drama,KenPark2002.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3088d"")",839,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,InfernalAffairsMougaandou2002.bTsxMTE3NzgzOTtqOzE3NzY5OzEyMDA7ODAwOzEyMDA,,,
"ObjectId(""5aef41cb04dd5631c0b3088e"")",840,Tale of Two Sisters, A (Janghwa, Hongryeon) (2003),Drama|Horror|Mystery|Thriller,TaleofTwoSistersAJanghwaHongryeon2003.jpg,
"ObjectId(""5aef41cb04dd5631c0b3088f"")",841,Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003),Drama,SpringSummerFallWinterandSpringBomyeoreumgaeulgyeoulgeurigobom2003.jpg
"ObjectId(""5aef41cb04dd5631c0b30890"")",842,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller,DarkWaterHonoguraimizunosokokara2002.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30891"")",843,Grill Point (Halbe Treppe) (2002),Drama,GrillPointHalbeTreppe2002.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30892"")",844,Seducing Doctor Lewis (Grande séduction, La) (2003),Comedy,SeducingDoctorLewisGrandeséductionLa2003.jpg,,
"ObjectId(""5aef41cb04dd5631c0b30893"")",845,Pursuit of Happiness (2001),Comedy|Romance,PursuitofHappiness2001.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30894"")",846,Inheritance, The (Arven) (2003),Drama,InheritanceTheArven2003.jpg,,
"ObjectId(""5aef41cb04dd5631c0b30895"")",847,Dolls (2002),Drama|Romance,Dolls2002.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30896"")",848,Day After Tomorrow, The (2004),Action|Adventure|Drama|Sci-Fi|Thriller,DayAfterTomorrowThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b30897"")",849,Raising Helen (2004),Comedy|Drama|Romance,RaisingHelen2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30898"")",850,Soul Plane (2004),Comedy,SoulPlane2004.bTsxMTIxMDkxMjtqOzE3NzY5OzEyMDA7MTQ2NzsxOTU2,,,
"ObjectId(""5aef41cb04dd5631c0b30899"")",851,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,BaadasssssHowtoGettheMansFootOuttaYourAss2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3089a"")",852,Saved! (2004),Comedy|Drama,Saved2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3089b"")",853,Time of the Wolf, The (Le temps du loup) (2003),Drama,TimeoftheWolfTheLetempsduloup2003.jpg,,
"ObjectId(""5aef41cb04dd5631c0b3089c"")",854,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,HarryPotterandthePrisonerofAzkaban2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3089d"")",855,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,Mindhunters2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b3089e"")",856,Blind Swordsman: Zatoichi, The (Zatôichi) (2003),Action|Comedy|Crime|Drama,BlindSwordsmanZatoichiTheZatôichi2003.bTsxMTYxODM0NTtqOzE3Nzc0OzEyMDA7NDQxOzU4OA,,
"ObjectId(""5aef41cb04dd5631c0b3089f"")",857,Chronicles of Riddick, The (2004),Action|Sci-Fi|Thriller,ChroniclesofRiddickThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308a0"")",858,Stepford Wives, The (2004),Comedy|Fantasy|Thriller,StepfordWivesThe2004.bTsxMTIwNDQyMjtqOzE3NzY5OzEyMDA7MTUzNjsyMDQ4,,
"ObjectId(""5aef41cb04dd5631c0b308a1"")",859,Napoleon Dynamite (2004),Comedy,NapoleonDynamite2004.bTsxMTE3ODIyNztqOzE3NzY5OzEyMDA7ODAwOzEyMDA,,,
"ObjectId(""5aef41cb04dd5631c0b308a2"")",860,It Had to Be You (2000),Comedy|Romance,ItHadtoBeYou2000.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308a3"")",861,Samsara (2001),Adventure|Drama|Romance,Samsara2001.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308a4"")",862,I'll Sleep When I'm Dead (2003),Crime|Drama,IllSleepWhenImDead2003.bTsxMTI5MTQ0MTtqOzE3NzcwOzEyMDA7MTMzODsxNzg0,,,
"ObjectId(""5aef41cb04dd5631c0b308a5"")",863,Dodgeball: A True Underdog Story (2004),Comedy,DodgeballATrueUnderdogStory2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308a6"")",864,Terminal, The (2004),Comedy|Drama|Romance,TerminalThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308a7"")",865,Dear Frankie (2004),Drama|Romance,DearFrankie2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308a8"")",866,White Chicks (2004),Action|Comedy|Crime,WhiteChicks2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308a9"")",867,Notebook, The (2004),Drama|Romance,NotebookThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308aa"")",868,De-Lovely (2004),Drama|Musical,DeLovely2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ab"")",869,Happenstance (Battement d'ailes du papillon, Le) (2001),Comedy|Drama,HappenstanceBattementdailesdupapillonLe2001.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308ac"")",870,Kopps (2003),Action|Comedy,Kopps2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ad"")",871,Tokyo Godfathers (2003),Adventure|Animation|Drama,TokyoGodfathers2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ae"")",872,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,SpiderMan22004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308af"")",873,Before Sunset (2004),Drama|Romance,BeforeSunset2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308b0"")",874,King Arthur (2004),Action|Adventure|Drama|War,KingArthur2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308b1"")",875,Anchorman: The Legend of Ron Burgundy (2004),Comedy,AnchormanTheLegendofRonBurgundy2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308b2"")",876,Sleepover (2004),Comedy,Sleepover2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308b3"")",877,Cinderella Story, A (2004),Comedy|Romance,CinderellaStoryA2004.bTsxMTE2NzkyMDtqOzE3NzY5OzEyMDA7ODAwOzEyMDA,,
"ObjectId(""5aef41cb04dd5631c0b308b4"")",878,I, Robot (2004),Action|Adventure|Sci-Fi|Thriller,IRobot2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308b5"")",879,Maria Full of Grace (Maria, Llena eres de gracia) (2004),Crime|Drama,MariaFullofGraceMariaLlenaeresdegracia2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308b6"")",880,Bourne Supremacy, The (2004),Action|Crime|Thriller,BourneSupremacyThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308b7"")",881,Catwoman (2004),Action|Crime|Fantasy,Catwoman2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308b8"")",882,A Home at the End of the World (2004),Drama|Romance,AHomeattheEndoftheWorld2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308b9"")",883,Dancing in September (2000),Drama,DancinginSeptember2000.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ba"")",884,To End All Wars (2001),Action|Drama|War,ToEndAllWars2001.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308bb"")",885,Bon Voyage (2003),Comedy|Drama,BonVoyage2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308bc"")",886,Manchurian Candidate, The (2004),Thriller,ManchurianCandidateThe2004.bTsxMTI5MTU4MjtqOzE3NzcwOzEyMDA7MTUzNjsyMDQ4,,
"ObjectId(""5aef41cb04dd5631c0b308bd"")",887,Village, The (2004),Drama|Mystery|Thriller,VillageThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308be"")",888,Garden State (2004),Comedy|Drama|Romance,GardenState2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308bf"")",889,Revengers Tragedy (2002),Comedy|Horror,RevengersTragedy2002.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308c0"")",890,Musa the Warrior (Musa) (2001),Action|Adventure|Drama|War,MusatheWarriorMusa2001.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308c1"")",891,Collateral (2004),Action|Crime|Drama|Thriller,Collateral2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308c2"")",892,Little Black Book (2004),Comedy|Romance,LittleBlackBook2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308c3"")",893,Code 46 (2003),Romance|Sci-Fi,Code462003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308c4"")",894,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,HaroldandKumarGotoWhiteCastle2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308c5"")",895,Princess Diaries 2: Royal Engagement, The (2004),Comedy|Romance,PrincessDiaries2RoyalEngagementThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308c6"")",896,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,AVPAlienvsPredator2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308c7"")",897,Yu-Gi-Oh! (2004),Action|Adventure|Animation|Fantasy,YuGiOh2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308c8"")",898,We Don't Live Here Anymore (2004),Drama,WeDontLiveHereAnymore2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308c9"")",899,Without a Paddle (2004),Comedy,WithoutaPaddle2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ca"")",900,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller,AnacondasTheHuntfortheBloodOrchid2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308cb"")",901,Suspect Zero (2004),Crime|Thriller,SuspectZero2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308cc"")",902,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama,WarriorsofHeavenandEarthTiandiyingxiong2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308cd"")",903,Vanity Fair (2004),Drama|Romance,VanityFair2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ce"")",904,Paparazzi (2004),Drama|Thriller,Paparazzi2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308cf"")",905,Wicker Park (2004),Drama|Romance|Thriller,WickerPark2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308d0"")",906,SuperBabies: Baby Geniuses 2 (2004),Comedy,SuperBabiesBabyGeniuses22004.bTsxMTIxNDIzMDtqOzE3NzY5OzEyMDA7MTUzNjsyMDQ4,,,
"ObjectId(""5aef41cb04dd5631c0b308d1"")",907,Cellular (2004),Action|Crime|Drama|Mystery|Thriller,Cellular2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308d2"")",908,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,ResidentEvilApocalypse2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308d3"")",909,Mr. 3000 (2004),Comedy|Drama,Mr30002004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308d4"")",910,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,SkyCaptainandtheWorldofTomorrow2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308d5"")",911,Wimbledon (2004),Comedy|Romance,Wimbledon2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308d6"")",912,Forgotten, The (2004),Drama|Mystery|Sci-Fi|Thriller,ForgottenThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308d7"")",913,Last Shot, The (2004),Comedy,LastShotThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308d8"")",914,Dirty Shame, A (2004),Comedy,DirtyShameA2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308d9"")",915,Motorcycle Diaries, The (Diarios de motocicleta) (2004),Adventure|Drama,MotorcycleDiariesTheDiariosdemotocicleta2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308da"")",916,Shaun of the Dead (2004),Comedy|Horror,ShaunoftheDead2004.bTsxMTE3MDc2NztqOzE3NzY5OzEyMDA7ODAwOzEyMDA,,,
"ObjectId(""5aef41cb04dd5631c0b308db"")",917,Ladder 49 (2004),Action|Drama|Thriller,Ladder492004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308dc"")",918,I Heart Huckabees (2004),Comedy,IHeartHuckabees2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308dd"")",919,Raise Your Voice (2004),Romance,RaiseYourVoice2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308de"")",920,Primer (2004),Drama|Sci-Fi,Primer2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308df"")",921,Stage Beauty (2004),Drama,StageBeauty2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308e0"")",922,Shall We Dance? (2004),Comedy|Romance,ShallWeDance2004.bTsxMTE3NzYzNTtqOzE3NzY5OzEyMDA7ODAwOzEyMDA,,,
"ObjectId(""5aef41cb04dd5631c0b308e1"")",923,Team America: World Police (2004),Action|Adventure|Animation|Comedy,TeamAmericaWorldPolice2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308e2"")",924,Eulogy (2004),Comedy|Crime|Drama,Eulogy2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308e3"")",925,Friday Night Lights (2004),Action|Drama,FridayNightLights2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308e4"")",926,Being Julia (2004),Comedy|Drama,BeingJulia2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308e5"")",927,Surviving Christmas (2004),Comedy,SurvivingChristmas2004.bTsxMTIwNDc2NztqOzE3NzY5OzEyMDA7MTgyNDsyNDMy,,,
"ObjectId(""5aef41cb04dd5631c0b308e6"")",928,Grudge, The (2004),Horror|Mystery|Thriller,GrudgeThe2004.jpg,,
"ObjectId(""5aef41cb04dd5631c0b308e7"")",929,Alfie (2004),Comedy|Drama|Romance,Alfie2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308e8"")",930,Sideways (2004),Comedy|Drama|Romance,Sideways2004.bTsxMTE4MDg5MjtqOzE3NzY5OzEyMDA7ODAwOzEyMDA,,,
"ObjectId(""5aef41cb04dd5631c0b308e9"")",931,The Machinist (2004),Drama|Mystery|Thriller,TheMachinist2004.bTsxMTM3MjM0MztqOzE3NzcxOzEyMDA7OTAwOzEyMDA,,,
"ObjectId(""5aef41cb04dd5631c0b308ea"")",932,Vera Drake (2004),Drama,VeraDrake2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308eb"")",933,Undertow (2004),Crime|Drama|Thriller,Undertow2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ec"")",934,Saw (2004),Horror|Mystery|Thriller,Saw2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ed"")",935,Ray (2004),Drama,Ray2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ee"")",936,It's All About Love (2003),Drama|Romance|Sci-Fi|Thriller,ItsAllAboutLove2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ef"")",937,Callas Forever (2002),Drama,CallasForever2002.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308f0"")",938,Kinsey (2004),Drama,Kinsey2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308f1"")",939,After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller,AftertheSunset2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308f2"")",940,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,BridgetJonesTheEdgeofReason2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308f3"")",941,Finding Neverland (2004),Drama,FindingNeverland2004.png,,,
"ObjectId(""5aef41cb04dd5631c0b308f4"")",942,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,NationalTreasure2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308f5"")",943,Bad Education (La mala educación) (2004),Drama|Thriller,BadEducationLamalaeducación2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308f6"")",944,Alexander (2004),Action|Adventure|Drama|War,Alexander2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308f7"")",945,Closer (2004),Drama|Romance,Closer2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308f8"")",946,I Am David (2003),Drama,IAmDavid2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308f9"")",947,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,HouseofFlyingDaggersShimianmaifu2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308fa"")",948,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,OceansTwelve2004.jpeg,,,
"ObjectId(""5aef41cb04dd5631c0b308fb"")",949,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,BladeTrinity2004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308fc"")",950,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance,LoveMeIfYouDareJeuxdenfants2003.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308fd"")",951,In July (Im Juli) (2000),Comedy|Romance,InJulyImJuli2000.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308fe"")",952,Taxi 2 (2000),Action|Comedy,Taxi22000.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b308ff"")",953,10th Kingdom, The (2000),Adventure|Comedy|Fantasy,10thKingdomThe2000.jpg,,
"ObjectId(""5aef41cb04dd5631c0b30900"")",954,2046 (2004),Drama|Fantasy|Romance|Sci-Fi,20462004.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30901"")",955,The Hole (2001),Drama|Horror|Mystery|Thriller,TheHole2001.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30902"")",956,Spiral (2000),Horror,Spiral2000.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30903"")",957,Daria: Is It Fall Yet? (2000),Animation|Comedy,DariaIsItFallYet2000.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30904"")",958,61* (2001),Drama,612001.bTsxMTIxMTU0MTtqOzE3NzY5OzEyMDA7MTI0NTsxNjYw,,,
"ObjectId(""5aef41cb04dd5631c0b30905"")",959,Tunnel, The (Tunnel, Der) (2001),Action|Drama|Thriller,TunnelTheTunnelDer2001.jpg,
"ObjectId(""5aef41cb04dd5631c0b30906"")",960,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,JointSecurityAreaGongdonggyeongbiguyeokJSA2000.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30907"")",961,Conspiracy (2001),Drama|War,Conspiracy2001.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30908"")",962,Jalla! Jalla! (2000),Comedy|Drama|Romance,JallaJalla2000.jpg,,,
"ObjectId(""5aef41cb04dd5631c0b30909"")",963,O Auto da Compadecida (Dog's Will, A) (2000),Adventure|Comedy,OAutodaCompadecidaDogsWillA2000.bjs1NDczNjc7ajsxNzY5MTsxMjAwOzY2Njs5OTA,,
